Extraction Date:,5/30/2018,,,,,,,,,,,,,,,,,,,,,,
Updated:,,,,,,,,,,,,,,,,,,,,,,,
Revised:,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
School Year,State,Exit Code,Disability,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 14 to 21 total,Hispanic/Latino,American Indian or Alaska Native,Asian,Black or African American,Native Hawaiian or Other Pacific Islander,White,Two or more races,Male,Female,Limited English proficiency,Non-limited English proficiency
2016-2017,Pennsylvania,Received a certificate,Other health impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Total exiting school,Other health impairment,1,6,55,1546,1252,206,65,20,3151,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Total exiting special education,Other health impairment,122,159,207,1672,1294,215,66,21,3756,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Transferred to regular education,Other health impairment,59,70,85,70,20,0,0,1,305,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Died,Specific learning disability,1,2,5,2,3,1,0,0,14,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Dropped out,Specific learning disability,5,15,143,408,385,188,79,9,1232,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Graduated with a regular high school diploma and received a certificate,Specific learning disability,0,0,30,4665,4252,618,159,41,9765,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Graduated with regular high school diploma,Specific learning disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,"Moved, known to be continuing",Specific learning disability,197,186,202,155,73,20,3,1,837,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Reached maximum age,Specific learning disability,-,-,-,-,-,-,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Received a certificate,Specific learning disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Total exiting school,Specific learning disability,6,17,178,5075,4640,807,239,50,11012,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Total exiting special education,Specific learning disability,423,449,685,5475,4808,839,243,52,12974,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Transferred to regular education,Specific learning disability,220,246,305,245,95,12,1,1,1125,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Died,Speech or language impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Dropped out,Speech or language impairment,0,1,0,0,3,3,0,0,7,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Graduated with a regular high school diploma and received a certificate,Speech or language impairment,0,0,1,66,54,4,0,0,125,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Graduated with regular high school diploma,Speech or language impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,"Moved, known to be continuing",Speech or language impairment,6,3,3,2,1,0,0,0,15,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Reached maximum age,Speech or language impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Received a certificate,Speech or language impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Total exiting school,Speech or language impairment,0,1,1,66,57,7,0,0,132,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Total exiting special education,Speech or language impairment,204,114,62,106,66,7,0,0,559,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Transferred to regular education,Speech or language impairment,198,110,58,38,8,0,0,0,412,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Died,Traumatic brain injury,0,0,2,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Dropped out,Traumatic brain injury,0,0,1,3,1,2,0,0,7,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Graduated with a regular high school diploma and received a certificate,Traumatic brain injury,0,0,1,27,28,7,7,5,75,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Graduated with regular high school diploma,Traumatic brain injury,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,"Moved, known to be continuing",Traumatic brain injury,2,0,1,2,0,0,0,0,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Reached maximum age,Traumatic brain injury,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Received a certificate,Traumatic brain injury,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Total exiting school,Traumatic brain injury,0,0,4,30,29,9,7,5,84,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Total exiting special education,Traumatic brain injury,2,1,7,34,29,9,7,5,94,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Transferred to regular education,Traumatic brain injury,0,1,2,2,0,0,0,0,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Died,Visual impairment,0,0,0,1,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Dropped out,Visual impairment,0,0,0,0,2,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Graduated with a regular high school diploma and received a certificate,Visual impairment,0,0,0,26,23,3,6,3,61,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Graduated with regular high school diploma,Visual impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,"Moved, known to be continuing",Visual impairment,0,0,1,1,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Reached maximum age,Visual impairment,-,-,-,-,-,-,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Received a certificate,Visual impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Total exiting school,Visual impairment,0,0,0,27,25,3,7,3,65,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Total exiting special education,Visual impairment,1,4,1,29,27,4,8,5,79,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Pennsylvania,Transferred to regular education,Visual impairment,1,4,0,1,2,1,1,2,12,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Died,All Disabilities,2,1,1,4,1,0,2,1,12,12,x,0,x,0,0,0,6,6,0,12
2016-2017,Puerto Rico,Dropped out,All Disabilities,72,262,625,513,271,112,26,7,1888,1884,x,0,x,0,2,0,1335,553,8,1880
2016-2017,Puerto Rico,Graduated with a regular high school diploma and received a certificate,All Disabilities,1,19,280,3222,1373,299,56,20,5270,5262,x,0,x,0,5,0,3384,1886,19,5251
2016-2017,Puerto Rico,Graduated with regular high school diploma,All Disabilities,0,6,247,3150,1235,210,24,8,4880,4873,x,0,x,0,5,0,3097,1783,16,4864
2016-2017,Puerto Rico,"Moved, known to be continuing",All Disabilities,305,256,263,143,76,18,8,1,1070,1069,x,0,x,0,1,0,720,350,12,1058
2016-2017,Puerto Rico,Reached maximum age,All Disabilities,-,-,-,-,-,-,80,166,246,245,x,0,x,0,0,0,148,98,2,244
2016-2017,Puerto Rico,Received a certificate,All Disabilities,1,13,33,72,138,89,32,12,390,389,x,0,x,0,0,0,287,103,3,387
2016-2017,Puerto Rico,Total exiting school,All Disabilities,75,282,906,3739,1645,411,164,194,7416,7403,x,0,x,0,7,0,4873,2543,29,7387
2016-2017,Puerto Rico,Total exiting special education,All Disabilities,539,719,1433,4011,1758,432,174,196,9262,9246,x,0,x,0,10,0,6098,3164,43,9219
2016-2017,Puerto Rico,Transferred to regular education,All Disabilities,159,181,264,129,37,3,2,1,776,774,x,0,x,0,2,0,505,271,2,774
2016-2017,Puerto Rico,Died,Autism,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Dropped out,Autism,3,1,1,5,3,4,2,0,19,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with a regular high school diploma and received a certificate,Autism,0,0,0,38,29,10,2,2,81,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with regular high school diploma,Autism,0,0,0,37,28,8,2,1,76,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,"Moved, known to be continuing",Autism,7,1,2,4,1,3,3,1,22,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Reached maximum age,Autism,-,-,-,-,-,-,6,20,26,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Received a certificate,Autism,0,0,0,1,1,2,0,1,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting school,Autism,3,1,1,43,32,14,10,22,126,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting special education,Autism,10,3,5,49,33,17,13,23,153,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Transferred to regular education,Autism,0,1,2,2,0,0,0,0,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Died,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Dropped out,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with a regular high school diploma and received a certificate,Deaf-blindness,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with regular high school diploma,Deaf-blindness,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,"Moved, known to be continuing",Deaf-blindness,0,0,1,0,0,0,1,0,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Reached maximum age,Deaf-blindness,-,-,-,-,-,-,0,1,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Received a certificate,Deaf-blindness,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting school,Deaf-blindness,0,0,0,1,0,0,0,1,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting special education,Deaf-blindness,0,0,1,1,0,0,1,1,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Transferred to regular education,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Died,Emotional disturbance,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Dropped out,Emotional disturbance,0,5,13,12,7,4,1,0,42,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with a regular high school diploma and received a certificate,Emotional disturbance,0,0,8,61,18,4,0,1,92,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with regular high school diploma,Emotional disturbance,0,0,6,56,17,3,0,1,83,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,"Moved, known to be continuing",Emotional disturbance,7,5,8,6,1,0,0,0,27,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Reached maximum age,Emotional disturbance,-,-,-,-,-,-,1,3,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Received a certificate,Emotional disturbance,0,0,2,5,1,1,0,0,9,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting school,Emotional disturbance,0,5,21,73,25,8,2,4,138,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting special education,Emotional disturbance,7,12,34,80,27,8,2,4,174,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Transferred to regular education,Emotional disturbance,0,2,5,1,1,0,0,0,9,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Died,Hearing impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Dropped out,Hearing impairment,2,0,3,0,0,0,0,0,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with a regular high school diploma and received a certificate,Hearing impairment,0,0,1,24,8,4,1,0,38,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with regular high school diploma,Hearing impairment,0,0,1,23,7,2,1,0,34,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,"Moved, known to be continuing",Hearing impairment,3,1,2,2,1,0,0,0,9,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Reached maximum age,Hearing impairment,-,-,-,-,-,-,0,2,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Received a certificate,Hearing impairment,0,0,0,1,1,2,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting school,Hearing impairment,2,0,4,24,8,4,1,2,45,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting special education,Hearing impairment,6,3,6,26,9,4,1,2,57,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Transferred to regular education,Hearing impairment,1,2,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Died,Intellectual disability,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Dropped out,Intellectual disability,3,14,44,55,51,45,11,2,225,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with a regular high school diploma and received a certificate,Intellectual disability,0,0,7,53,99,49,13,7,228,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with regular high school diploma,Intellectual disability,0,0,5,47,63,21,3,1,140,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,"Moved, known to be continuing",Intellectual disability,14,19,26,11,18,8,1,0,97,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Reached maximum age,Intellectual disability,-,-,-,-,-,-,50,102,152,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Received a certificate,Intellectual disability,0,0,2,6,36,28,10,6,88,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting school,Intellectual disability,3,14,51,108,150,94,74,111,605,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting special education,Intellectual disability,18,38,84,126,171,103,75,111,726,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Transferred to regular education,Intellectual disability,1,5,7,7,3,1,0,0,24,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Died,Multiple disabilities,1,1,0,0,1,0,2,1,6,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Dropped out,Multiple disabilities,0,0,1,0,3,0,0,1,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with a regular high school diploma and received a certificate,Multiple disabilities,0,0,0,5,3,3,1,0,12,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with regular high school diploma,Multiple disabilities,0,0,0,5,2,2,0,0,9,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,"Moved, known to be continuing",Multiple disabilities,1,1,1,0,1,0,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Reached maximum age,Multiple disabilities,-,-,-,-,-,-,9,27,36,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Received a certificate,Multiple disabilities,0,0,0,0,1,1,1,0,3,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting school,Multiple disabilities,1,1,1,5,7,3,12,29,59,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting special education,Multiple disabilities,2,2,2,5,8,3,12,30,64,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Transferred to regular education,Multiple disabilities,0,0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Died,Orthopedic impairment,0,0,0,1,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Dropped out,Orthopedic impairment,0,0,2,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with a regular high school diploma and received a certificate,Orthopedic impairment,0,0,0,16,4,0,0,0,20,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with regular high school diploma,Orthopedic impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,"Moved, known to be continuing",Orthopedic impairment,0,1,1,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Reached maximum age,Orthopedic impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Received a certificate,Orthopedic impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting school,Orthopedic impairment,0,0,2,17,4,0,0,0,23,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting special education,Orthopedic impairment,1,1,4,17,4,0,0,0,27,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Transferred to regular education,Orthopedic impairment,1,0,1,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Died,Other health impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Dropped out,Other health impairment,14,49,103,61,34,8,1,0,270,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with a regular high school diploma and received a certificate,Other health impairment,0,3,49,495,141,21,6,2,717,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with regular high school diploma,Other health impairment,0,0,40,487,126,15,3,2,673,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,"Moved, known to be continuing",Other health impairment,55,45,28,16,8,0,0,0,152,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Reached maximum age,Other health impairment,-,-,-,-,-,-,3,2,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Received a certificate,Other health impairment,0,3,9,8,15,6,3,0,44,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting school,Other health impairment,14,52,152,556,175,29,10,4,992,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting special education,Other health impairment,86,117,213,593,186,29,10,4,1238,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Transferred to regular education,Other health impairment,17,20,33,21,3,0,0,0,94,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Died,Specific learning disability,0,0,1,3,0,0,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Dropped out,Specific learning disability,35,166,422,348,164,50,11,4,1200,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with a regular high school diploma and received a certificate,Specific learning disability,1,15,197,2193,975,188,30,7,3606,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with regular high school diploma,Specific learning disability,0,5,179,2144,896,147,13,2,3386,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,"Moved, known to be continuing",Specific learning disability,177,158,176,97,46,7,3,0,664,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Reached maximum age,Specific learning disability,-,-,-,-,-,-,9,6,15,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Received a certificate,Specific learning disability,1,10,18,49,79,41,17,5,220,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting school,Specific learning disability,36,181,620,2544,1139,238,50,17,4825,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting special education,Specific learning disability,276,440,959,2716,1214,247,55,17,5924,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Transferred to regular education,Specific learning disability,63,101,163,75,29,2,2,0,435,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Died,Speech or language impairment,1,0,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Dropped out,Speech or language impairment,15,27,34,29,9,1,0,0,115,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with a regular high school diploma and received a certificate,Speech or language impairment,0,1,17,310,90,20,3,1,442,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with regular high school diploma,Speech or language impairment,0,1,15,308,87,12,2,1,426,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,"Moved, known to be continuing",Speech or language impairment,39,24,16,7,0,0,0,0,86,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Reached maximum age,Speech or language impairment,-,-,-,-,-,-,1,2,3,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Received a certificate,Speech or language impairment,0,0,2,2,3,8,1,0,16,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting school,Speech or language impairment,16,28,51,339,99,21,4,3,561,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting special education,Speech or language impairment,131,102,118,368,100,21,4,3,847,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Transferred to regular education,Speech or language impairment,76,50,51,22,1,0,0,0,200,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Died,Traumatic brain injury,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Dropped out,Traumatic brain injury,0,0,1,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with a regular high school diploma and received a certificate,Traumatic brain injury,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with regular high school diploma,Traumatic brain injury,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,"Moved, known to be continuing",Traumatic brain injury,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Reached maximum age,Traumatic brain injury,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Received a certificate,Traumatic brain injury,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting school,Traumatic brain injury,0,0,1,1,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting special education,Traumatic brain injury,0,0,2,1,0,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Transferred to regular education,Traumatic brain injury,0,0,1,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Died,Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Dropped out,Visual impairment,0,0,1,3,0,0,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with a regular high school diploma and received a certificate,Visual impairment,0,0,1,25,6,0,0,0,32,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Graduated with regular high school diploma,Visual impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,"Moved, known to be continuing",Visual impairment,2,1,2,0,0,0,0,0,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Reached maximum age,Visual impairment,-,-,-,-,-,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Received a certificate,Visual impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting school,Visual impairment,0,0,2,28,6,0,1,1,38,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Total exiting special education,Visual impairment,2,1,5,29,6,0,1,1,45,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Puerto Rico,Transferred to regular education,Visual impairment,0,0,1,1,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Died,All Disabilities,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017,Republic of Palau,Dropped out,All Disabilities,0,0,x,2,x,x,0,x,3,0,0,0,0,3,0,0,2,1,3,0
2016-2017,Republic of Palau,Graduated with a regular high school diploma and received a certificate,All Disabilities,0,0,x,1,x,x,3,x,8,0,0,0,0,8,0,0,4,4,8,0
2016-2017,Republic of Palau,Graduated with regular high school diploma,All Disabilities,x,x,x,x,x,x,x,x,x,0,0,0,0,7,0,0,4,3,7,0
2016-2017,Republic of Palau,"Moved, known to be continuing",All Disabilities,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017,Republic of Palau,Reached maximum age,All Disabilities,-,-,-,-,-,-,0,x,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017,Republic of Palau,Received a certificate,All Disabilities,x,x,x,x,x,x,x,x,x,0,0,0,0,1,0,0,0,1,1,0
2016-2017,Republic of Palau,Total exiting school,All Disabilities,0,0,x,3,x,x,3,x,11,0,0,0,0,11,0,0,6,5,11,0
2016-2017,Republic of Palau,Total exiting special education,All Disabilities,3,0,x,4,x,x,3,x,16,0,0,0,0,16,0,0,11,5,16,0
2016-2017,Republic of Palau,Transferred to regular education,All Disabilities,3,0,x,1,x,x,0,x,5,0,0,0,0,5,0,0,5,0,5,0
2016-2017,Republic of Palau,Died,Autism,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Dropped out,Autism,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with a regular high school diploma and received a certificate,Autism,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with regular high school diploma,Autism,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,"Moved, known to be continuing",Autism,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Reached maximum age,Autism,-,-,-,-,-,-,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Received a certificate,Autism,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
